,year,movie,movie_id,certificate,duration,genre,rate,metascore,synopsis,votes,gross,user_reviews,critic_reviews,popularity,awards_wins,awards_nominations
3078,2011,Rango,tt1192628,PG,107,Animation|Adventure|Comedy,7.19999981,75.0,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",190394,123210000.0,339.0,363.0,2241.0,12,16
3079,2011,Real Steel,tt0433035,PG-13,127,Action|Drama|Family,7.099999900000001,56.0,"In the near future, robot boxing is a top sport. A struggling promoter feels he's found a champion in a discarded robot.",260321,85460000.0,431.0,328.0,1480.0,0,0
3080,2011,Red Riding Hood,tt1486185,PG-13,100,"Fantasy, Horror, Mystery, Romance, Thriller",5.5,29.0,"Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family's displeasure.",102209,37662162.0,298.0,294.0,3430.0,0,5
3081,2011,Red State,tt0873886,R,88,"Action, Crime, Horror, Thriller",6.2,50.0,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter fundamentalists with a much more sinister agenda.",59207,1104682.0,296.0,278.0,-1.0,3,8
3082,2011,Restless,tt1498569,PG-13,91,"Drama, Romance",6.8,47.0,The story of a terminally ill teenage girl who falls for a boy who likes to attend funerals and their encounters with the ghost of a Japanese kamikaze pilot from WWII.,16718,163141.0,34.0,159.0,-1.0,0,0
3083,2011,Rio,tt1436562,G,96,Animation|Adventure|Comedy,7.0,63.0,"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",170232,143620000.0,186.0,238.0,1515.0,0,2
3084,2011,Rise of the Planet of the Apes,tt1318514,PG-13,105,Action|Drama|Sci-Fi,7.599999900000001,68.0,"A substance, designed to help the brain repair itself, gives rise to a super-intelligent chimp who leads an ape uprising.",416321,176740000.0,648.0,529.0,1524.0,2,6
3085,2011,Rundskop,tt1821593,R,129,"Crime, Drama",7.4,68.0,"Sint-Truiden, Belgium. Jacky, a young cattle farmer who is constantly pumped on steroids and hormones, is approached by a veterinarian to make a deal with a notorious beef trader.",20646,151840.0,46.0,242.0,-1.0,21,18
3086,2011,Salmon Fishing in the Yemen,tt1441952,PG-13,107,"Comedy, Drama, Romance",6.8,58.0,A fisheries expert is approached by a consultant to help realize a sheik's vision of bringing the sport of fly-fishing to the desert and embarks on an upstream journey of faith and fish to prove the impossible possible.,58776,9025107.0,147.0,221.0,-1.0,0,3
3087,2011,Sanctum,tt0881320,R,108,"Adventure, Drama, Thriller",5.9,42.0,An underwater cave diving team experiences a life-threatening crisis during an expedition to the unexplored and least accessible cave system in the world.,51259,23070045.0,221.0,247.0,-1.0,0,0
3088,2011,Scream 4,tt1262416,R,111,"Horror, Mystery",6.2,52.0,"Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",118534,38180928.0,532.0,428.0,2353.0,0,6
3089,2011,Season of the Witch,tt0479997,PG-13,95,"Action, Adventure, Fantasy",5.4,28.0,"Fourteenth century knights transport a suspected witch to a monastery, where monks deduce her powers could be the source of the Black Plague.",85606,24827228.0,236.0,281.0,2441.0,0,2
3090,2011,Seeking Justice,tt1214962,R,105,"Action, Crime, Drama, Thriller",6.2,38.0,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score. Then he discovers they want a 'favor' from him in return.",42808,41081.0,111.0,126.0,-1.0,0,0
3091,2011,Shame,tt1723811,NC-17,101,Drama,7.2,72.0,A sex addict's carefully cultivated private life falls apart after his sister arrives for an indefinite stay.,170999,4000304.0,416.0,494.0,1533.0,49,90
3092,2011,Shark Night 3D,tt1633356,PG-13,90,"Horror, Thriller",4.0,22.0,A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to shark attacks.,23164,18872522.0,138.0,234.0,-1.0,0,0
3093,2011,Sherlock Holmes: A Game of Shadows,tt1515091,PG-13,129,Action|Adventure|Crime,7.5,48.0,"Sherlock Holmes and his sidekick Dr. Watson join forces to outwit and bring down their fiercest adversary, Professor Moriarty.",349400,186830000.0,411.0,383.0,854.0,0,0
3094,2011,Silent House,tt1767382,R,86,"Drama, Horror, Mystery, Thriller",5.3,49.0,A girl is trapped inside her family's lakeside retreat and becomes unable to contact the outside world as supernatural forces haunt the house with mysterious energy and consequences.,20798,12555230.0,165.0,219.0,-1.0,0,2
3095,2011,Sleeping Beauty,tt1588398,Not Rated,101,"Drama, Romance, Thriller",5.3,57.0,"A haunting portrait of Lucy, a young university student drawn into a mysterious hidden world of unspoken desires.",29251,37710.0,122.0,153.0,1367.0,5,29
3096,2011,Something Borrowed,tt0491152,PG-13,112,"Comedy, Drama, Romance",5.9,36.0,"Friendships are tested and secrets come to the surface when terminally single Rachel falls for Dex, her best friend Darcy's fiancé.",54203,39046489.0,164.0,129.0,1349.0,0,5
3097,2011,Soul Surfer,tt1596346,PG,112,"Biography, Drama, Family, Sport",7.1,53.0,Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.,41574,43853424.0,124.0,111.0,2113.0,0,12
3098,2011,Sound of My Voice,tt1748207,R,85,"Drama, Mystery, Sci-Fi, Thriller",6.6,67.0,Two documentary filmmakers attempt to penetrate a cult who worships a woman who claims to be from the future.,19322,405614.0,77.0,141.0,-1.0,0,7
3099,2011,Source Code,tt0945513,PG-13,93,Mystery|Romance|Sci-Fi,7.5,74.0,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.,394300,54700000.0,577.0,527.0,796.0,0,0
3100,2011,Spy Kids 4: All the Time in the World,tt1517489,PG,89,"Action, Adventure, Comedy, Family, Sci-Fi",3.5,37.0,"A retired spy is called back into action, and to bond with her new step-children, she invites them along for the adventure to stop the evil Timekeeper from taking over the world.",19964,38538188.0,84.0,74.0,3250.0,0,5
3101,2011,Starbuck,tt1756750,R,109,"Comedy, Drama, Romance",7.3,49.0,"As his lover announces her pregnancy, a fortysomething slacker receives other life-changing news: 142 people, all of them the result of artificial insemination, have filed a class action lawsuit against him, their biological father.",15137,335034.0,22.0,131.0,-1.0,11,15
3102,2011,Straw Dogs,tt0999913,R,110,"Action, Drama, Thriller",5.8,45.0,"Los Angeles screenwriter David Sumner relocates with his wife to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.",30733,10324441.0,146.0,193.0,4030.0,0,2
3103,2011,Sucker Punch,tt0978764,PG-13,110,Action|Fantasy,6.0999999,33.0,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",201947,36380000.0,918.0,437.0,445.0,0,0
3104,2011,Super 8,tt1650062,PG-13,112,Mystery|Sci-Fi|Thriller,7.099999900000001,72.0,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",294558,126980000.0,854.0,544.0,1308.0,1,8
3105,2011,Take Me Home Tonight,tt0810922,R,97,"Comedy, Drama, Romance",6.3,42.0,"Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush.",48137,6923891.0,92.0,137.0,2855.0,0,0
3106,2011,Take Shelter,tt1675192,R,120,"Drama, Horror, Thriller",7.4,85.0,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.",83023,1729969.0,242.0,336.0,4964.0,42,37
3107,2011,Take This Waltz,tt1592281,R,116,"Comedy, Drama",6.6,68.0,A happily married woman falls for the artist who lives across the street.,25829,1237514.0,129.0,190.0,-1.0,3,18
3108,2011,Texas Killing Fields,tt1389127,R,105,"Crime, Drama, History, Thriller",5.7,49.0,"In the Texas bayous, a local homicide detective teams up with a cop from New York City to investigate a series of unsolved murders.",17371,45282.0,84.0,119.0,-1.0,4,3
3109,2011,The Adjustment Bureau,tt1385826,PG-13,106,"Romance, Sci-Fi, Thriller",7.1,60.0,The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.,227209,62495645.0,438.0,417.0,2134.0,0,9
3110,2011,The Adventures of Tintin,tt0983193,PG,107,Animation|Action|Adventure,7.400000099999999,68.0,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,182309,77560000.0,446.0,442.0,2512.0,3,11
3111,2011,The Art of Getting By,tt1645080,PG-13,83,"Drama, Romance",6.6,36.0,"George, a lonely and fatalistic teen who has made it all the way to his senior year without ever having done a real day of work, is befriended by Sally, a popular but complicated girl who recognizes in him a kindred spirit.",53571,1429260.0,79.0,122.0,-1.0,0,2
3112,2011,The Artist,tt1655442,PG-13,100,Comedy|Drama|Romance,8.0,89.0,"A silent movie star meets a young dancer, but the arrival of talking pictures sends their careers in opposite directions.",195458,44667095.0,585.0,578.0,1752.0,33,72
3113,2011,The Awakening,tt1687901,R,102,"Horror, Thriller",6.5,53.0,"In 1921, England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart visits a boarding school to explain sightings of a child ghost. Everything she believes unravels as the 'missing' begin to show themselves.",60102,-1.0,129.0,198.0,-1.0,4,2
3114,2011,The Beaver,tt1321860,PG-13,91,Drama,6.7,60.0,A troubled husband and executive adopts a beaver hand-puppet as his sole means of communication.,45127,970816.0,160.0,282.0,-1.0,2,5
3115,2011,The Best Exotic Marigold Hotel,tt1412386,PG-13,124,"Comedy, Drama, Romance",7.3,62.0,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than advertised, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways.",85663,46412041.0,278.0,264.0,4770.0,4,20
3116,2011,The Big Year,tt1053810,PG,100,Comedy,6.2,53.0,"Two bird enthusiasts try to defeat the cocky, cutthroat world record holder in a year-long bird-spotting competition.",39475,7204138.0,139.0,105.0,-1.0,0,0
3117,2011,The Change-Up,tt1488555,R,112,Comedy|Fantasy,6.30000019,39.0,"Dave is a married man with three kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain, lightning strikes and they switch bodies.",139888,37040000.0,149.0,215.0,1528.0,0,0
3118,2011,The Darkest Hour,tt1093357,PG-13,89,"Action, Adventure, Horror, Sci-Fi, Thriller",4.9,18.0,"In Moscow, five young people lead the charge against an alien race who have attacked Earth via our power supply.",55015,21426805.0,231.0,196.0,4104.0,0,0
3119,2011,The Decoy Bride,tt1657299,PG,89,"Comedy, Drama, Romance",6.2,42.0,"When the world's media descend on the remote Scottish island where a Hollywood actress is attempting to get married, a local girl is hired as a decoy bride to put the paparazzi off the scent.",9995,542.0,40.0,37.0,-1.0,0,0
3120,2011,The Deep Blue Sea,tt1700844,R,98,"Drama, Romance",6.3,82.0,The wife of a British Judge is caught in a self-destructive love affair with a Royal Air Force pilot.,13715,1124786.0,80.0,181.0,-1.0,4,12
3121,2011,The Descendants,tt1033575,R,115,Comedy|Drama,7.30000019,84.0,A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,208797,82620000.0,442.0,549.0,1680.0,10,48
3122,2011,The Details,tt1433207,R,101,"Comedy, Drama",6.1,56.0,"When a family of raccoons discover worms living underneath the sod in Jeff and Nealy's backyard, this pest problem begins a darkly comic and wild chain reaction of domestic tension, infidelity and murder.",8501,63595.0,37.0,39.0,-1.0,0,0
3123,2011,The Devil's Double,tt1270262,R,109,"Biography, Drama, Thriller",7.1,52.0,A chilling vision of the House of Saddam Hussein comes to life through the eyes of the man who was forced to become the double of Hussein's sadistic son.,58270,1357042.0,133.0,167.0,-1.0,0,2
3124,2011,The Dilemma,tt1578275,PG-13,111,"Comedy, Drama",5.3,46.0,A man discovers that his best friend's wife is having an affair.,48101,48475290.0,142.0,183.0,-1.0,0,0
3125,2011,The Divide,tt1535616,R,112,"Drama, Horror, Sci-Fi, Thriller",5.8,28.0,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",33571,22000.0,245.0,175.0,-1.0,0,5
3126,2011,The Double,tt1646980,PG-13,98,"Action, Crime, Drama, Mystery, Thriller",5.9,37.0,"A retired CIA operative is paired with a young FBI agent to unravel the mystery of a senator's murder, with all signs pointing to a Soviet assassin.",26965,-1.0,90.0,85.0,-1.0,0,0
3127,2011,The Eagle,tt1034389,PG-13,114,"Action, Adventure, Drama, History",6.2,55.0,"In Roman-ruled Britain, a young Roman soldier endeavors to honor his father's memory by finding his lost legion's golden emblem.",61286,19490041.0,198.0,218.0,-1.0,0,0
3128,2011,The Front Line,tt2007387,Not Rated,133,"Action, Drama, History, War",7.4,59.0,A drama centered on the Korean War's final battle that will determine the border between north and south.,5294,11018.0,14.0,64.0,-1.0,14,22
3129,2011,The Girl with the Dragon Tattoo,tt1568346,R,158,Crime|Drama|Mystery,7.80000019,71.0,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",340858,102520000.0,637.0,519.0,424.0,4,23
3130,2011,The Good Doctor,tt1582271,PG-13,93,"Drama, Thriller",5.5,52.0,A young doctor goes to unconscionable extremes in order to remain in the service of a female patient with a kidney disorder.,6000,4106.0,26.0,51.0,-1.0,0,6
3131,2011,The Green Hornet,tt0990407,PG-13,119,"Action, Comedy, Crime, Sci-Fi, Thriller",5.8,39.0,"Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team.",148421,98780042.0,459.0,449.0,3229.0,4,7
3132,2011,The Grey,tt1601913,R,117,"Action, Adventure, Drama, Thriller",6.8,64.0,"After their plane crashes in Alaska, six oil workers are led by a skilled huntsman to survival, but a pack of merciless wolves haunts their every step.",228447,51580136.0,815.0,417.0,2664.0,2,7
3133,2011,The Guard,tt1540133,R,96,"Comedy, Crime, Thriller",7.3,78.0,An unorthodox Irish policeman with a confrontational personality is partnered with an up-tight F.B.I. agent to investigate an international drug-smuggling ring.,75072,5359774.0,143.0,263.0,-1.0,15,25
3134,2011,The Hangover Part II,tt1411697,R,102,"Comedy, Mystery",6.5,44.0,"Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stu's wedding. Stu's plan for a subdued pre-wedding brunch, however, goes seriously awry.",431748,254464305.0,403.0,385.0,2466.0,5,18
3135,2011,The Help,tt1454029,PG-13,146,Drama,8.10000038,62.0,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",332037,169710000.0,470.0,375.0,272.0,13,44
3136,2011,The Human Centipede II (Full Sequence),tt1530509,Not Rated,91,"Drama, Horror",3.8,17.0,"Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy.",32539,122890.0,253.0,191.0,3318.0,0,5
3137,2011,The Hunter,tt1703148,R,100,"Adventure, Drama, Thriller",6.8,63.0,"Martin, a mercenary, is sent from Europe by a mysterious biotech company to the Tasmanian wilderness on a hunt for the last Tasmanian tiger.",34775,176432.0,100.0,156.0,-1.0,4,23
3138,2011,The Ides of March,tt1124035,R,101,Drama,7.099999900000001,67.0,An idealistic staffer for a new presidential candidate gets a crash course on dirty politics during his stint on the campaign trail.,193172,40960000.0,288.0,424.0,1267.0,1,10
3139,2011,The Inbetweeners Movie,tt1716772,R,97,Comedy,6.8,44.0,Four socially troubled 18-year-olds from the south of England go on holiday to Malia.,73060,36000.0,122.0,102.0,3805.0,2,4
3140,2011,The Innkeepers,tt1594562,R,101,"Drama, Horror, Mystery",5.5,64.0,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.",31039,77501.0,268.0,294.0,-1.0,2,5
3141,2011,The Intouchables,tt1675434,R,112,"Biography, Comedy, Drama",8.5,57.0,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",673251,13182281.0,508.0,317.0,576.0,37,39
3142,2011,The Iron Lady,tt1007029,PG-13,105,Biography|Drama,6.4000001,54.0,"An elderly Margaret Thatcher talks to the imagined presence of her recently deceased husband as she struggles to come to terms with his death while scenes from her past life, from girlhood to British prime minister, intervene.",85175,29959436.0,354.0,332.0,3169.0,8,16
3143,2011,The Kid with a Bike,tt1827512,PG-13,87,Drama,7.4,87.0,"Abandoned by his father, a young boy is left in a state-run youth farm. In a random act of kindness, the town hair-dresser agrees to foster him on week-ends.",24558,1384749.0,70.0,282.0,-1.0,9,27
3144,2011,The Ledge,tt1535970,R,101,"Drama, Romance, Thriller",6.5,34.0,"A police officer looks to talk down a young man lured by his lover's husband to the ledge of a high rise, where he has one hour to contemplate a fateful decision.",17721,5176.0,91.0,55.0,-1.0,0,0
3145,2011,The Lincoln Lawyer,tt1189340,R,118,Crime|Drama|Thriller,7.30000019,63.0,"Mick Haller is a defense lawyer who works out of his Lincoln. When a wealthy Realtor is accused of assaulting a prostitute, Haller is asked to defend him. The man claims that the woman is ... See full summary »",178244,57980000.0,204.0,275.0,1630.0,0,0
3146,2011,The Mechanic,tt0472399,R,93,Action|Crime|Thriller,6.599999900000001,49.0,Follows an elite hit man as he teaches his trade to an apprentice who has a connection to one of his previous victims.,125762,29110000.0,182.0,256.0,1255.0,0,0
3147,2011,The Muppets,tt1204342,PG,103,Adventure|Comedy|Family,7.099999900000001,75.0,A Muppet fanatic with some help from his two human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,76807,88630000.0,253.0,399.0,3586.0,2,11
3148,2011,The Oranges,tt1313139,R,90,"Comedy, Drama, Romance",5.9,46.0,"The enduring friendship between the Walling and Ostroff families is tested when Nina, the prodigal Ostroff daughter, returns home for the holidays after a five-year absence and enters into an affair with David, head of the Walling family.",12014,364875.0,34.0,72.0,-1.0,0,2
3149,2011,The Raid: Redemption,tt1899353,R,101,"Action, Thriller",7.6,73.0,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,175526,4105123.0,371.0,499.0,1498.0,7,12
3150,2011,The Rite,tt1161864,PG-13,114,"Drama, Horror, Mystery, Thriller",6.0,38.0,American seminary student Michael Kovak (Colin O'Donaghue) travels to Italy to take an exorcism course.,85454,33047633.0,211.0,269.0,-1.0,0,5
3151,2011,The Roommate,tt1265990,PG-13,91,"Drama, Thriller",4.9,23.0,"When college freshman Sara arrives on campus for the first time, she befriends her roommate, Rebecca, unaware that the girl is becoming dangerously obsessed with her.",32990,37300107.0,122.0,137.0,3468.0,0,7
3152,2011,The Rum Diary,tt0376136,R,119,"Comedy, Drama",6.2,56.0,American journalist Paul Kemp takes on a freelance job in Puerto Rico for a local newspaper during the 1960s and struggles to find a balance between island culture and the expatriates who live there.,94672,13100042.0,164.0,282.0,3795.0,2,4
3153,2011,The Sitter,tt1366344,R,81,Comedy,5.7,39.0,"A college student on suspension is coaxed into babysitting the kids next door, though he is fully unprepared for the wild night ahead of him.",65505,30538669.0,121.0,144.0,4753.0,0,2
3154,2011,The Smurfs,tt0472181,PG,103,"Animation, Adventure, Comedy, Family, Fantasy",5.5,30.0,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City.",77397,142614158.0,162.0,180.0,4587.0,2,8
3155,2011,The Snowtown Murders,tt1680114,Not Rated,119,"Biography, Crime, Drama, Horror",6.6,66.0,"Based on true events, 16 year-old Jamie falls in with his mother's new boyfriend and his crowd of self-appointed neighborhood watchmen, a relationship that leads to a spree of torture and murder.",15665,8012.0,109.0,172.0,-1.0,23,22
3156,2011,The Son of No One,tt1535612,R,90,"Action, Crime, Drama, Thriller",5.1,36.0,"A young cop is assigned to a precinct in the working class neighborhood where he grew up, and an old secret threatens to destroy his life and his family.",15730,28870.0,52.0,59.0,-1.0,0,0
3157,2011,The Thing,tt0905372,R,103,"Horror, Mystery, Sci-Fi",6.2,49.0,"At an Antarctica research site, the discovery of an alien craft leads to a confrontation between graduate student Kate Lloyd and scientist Dr. Sander Halvorson.",111606,16928670.0,512.0,358.0,1320.0,0,5
3158,2011,The Three Musketeers,tt1509767,PG-13,110,"Action, Adventure, Romance",5.8,35.0,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,98303,20377913.0,276.0,232.0,2170.0,0,4
3159,2011,The Tree of Life,tt0478304,PG-13,139,Drama|Fantasy,6.80000019,85.0,"The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.",140519,13300000.0,988.0,583.0,1518.0,24,36
3160,2011,The Trouble with Bliss,tt1483756,PG-13,97,"Comedy, Drama",5.4,38.0,A guy in his mid-thirties watches as his life comically unravels after he enters into a relationship with the daughter of a former high school classmate.,2341,10911.0,6.0,24.0,-1.0,0,0
3161,2011,The Twilight Saga: Breaking Dawn - Part 1,tt1324999,PG-13,117,Adventure|Drama|Fantasy,4.9000001,45.0,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",186813,281280000.0,452.0,329.0,1508.0,1,2
3162,2011,The Woman,tt1714208,R,101,Horror,6.0,58.0,"When a successful country lawyer captures and attempts to ""civilize"" the last remaining member of a violent clan that has roamed the Northeast coast for decades, he puts the lives of his family in jeopardy.",20005,-1.0,151.0,166.0,-1.0,12,4
3163,2011,This Must Be the Place,tt1440345,R,118,"Comedy, Drama",6.7,61.0,"Cheyenne, a retired rock star living off his royalties in Dublin, returns to New York City to find the man responsible for a humiliation suffered by his recently deceased father during W.W.II.",30389,142242.0,77.0,205.0,-1.0,19,16
3164,2011,Thor,tt0800369,PG-13,115,Action|Adventure|Fantasy,7.0,57.0,"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",556147,181020000.0,746.0,520.0,634.0,0,2
3165,2011,Tinker Tailor Soldier Spy,tt1340800,R,122,Drama|Mystery|Thriller,7.099999900000001,85.0,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet agent within MI6.",154530,24100000.0,525.0,467.0,1015.0,8,29
3166,2011,Tomboy,tt1847731,Not Rated,82,Drama,7.3,74.0,"A family moves into a new neighborhood, and a 10-year-old named Laure deliberately presents as a boy named Mikhael to the neighborhood children.",15426,129834.0,48.0,198.0,-1.0,10,6
3167,2011,Tower Heist,tt0471042,PG-13,104,"Action, Comedy, Crime",6.2,59.0,"When a group of hard-working guys find out they've fallen victim to their wealthy employer's Ponzi scheme, they conspire to rob his high-rise residence.",124925,78046570.0,207.0,234.0,-1.0,0,3
3168,2011,Transformers: Dark of the Moon,tt1399103,PG-13,154,Action|Adventure|Sci-Fi,6.30000019,42.0,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",333240,352360000.0,900.0,430.0,691.0,1,7
3169,2011,Trespass,tt1674784,R,91,"Crime, Drama, Thriller",5.3,37.0,"As they're held for ransom, a husband and wife's predicament grows more dire amid the discovery of betrayal and deception.",39333,16816.0,128.0,130.0,-1.0,0,2
3170,2011,"Turn Me On, Dammit!",tt1650407,Not Rated,76,"Comedy, Romance",6.3,70.0,"In Skoddeheimen, Norway, 15-year-old Alma is consumed by her hormones and fantasies that range from sweetly romantic images of Artur, the boyfriend she yearns for, to daydreams about practically everybody she lays eyes on.",8777,124443.0,30.0,91.0,-1.0,4,7
3171,2011,Twixt,tt1756851,R,88,"Comedy, Fantasy, Horror, Mystery",4.8,40.0,"A writer with a declining career arrives in a small town as part of his book tour and gets caught up in a murder mystery involving a young girl. That night in a dream, he is approached by a...",9759,-1.0,75.0,117.0,-1.0,0,0
3172,2011,Tyrannosaur,tt1204340,Not Rated,92,Drama,7.6,65.0,"Joseph, a man plagued by violence and a rage that is driving him to self-destruction, earns a chance of redemption that appears in the form of Hannah, a Christian charity shop worker.",28392,22088.0,96.0,230.0,-1.0,20,22
3173,2011,Unknown,tt1401152,PG-13,113,"Action, Mystery, Thriller",6.9,56.0,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",234810,63686397.0,357.0,355.0,2859.0,0,3
3174,2011,Violet & Daisy,tt1634136,R,88,"Action, Comedy, Crime, Drama, Thriller",6.1,43.0,"Two teenage assassins accept what they think will be a quick-and-easy job, until an unexpected target throws them off their plan.",11227,17186.0,45.0,76.0,-1.0,0,0
3175,2011,W.E.,tt1536048,R,119,Drama|History|Romance,6.19999981,37.0,"The affair between King Edward VIII and American divorcЋe Wallis Simpson, and a contemporary romance between a married woman and a Russian security guard.",10083,580000.0,68.0,120.0,4607.0,2,3
3176,2011,War Horse,tt1568911,PG-13,146,Drama|War,7.19999981,72.0,Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.,119895,79883359.0,492.0,388.0,1909.0,1,23
3177,2011,Warrior,tt1291584,PG-13,140,Action|Drama|Sport,8.19999981,71.0,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",346000,13650000.0,520.0,316.0,413.0,0,5
3178,2011,Water for Elephants,tt1067583,PG-13,120,"Drama, Romance",6.9,52.0,"Set in the 1930s, a former veterinary student takes a job in a travelling circus and falls in love with the ringmaster's wife.",105644,58709717.0,270.0,275.0,2271.0,3,13
3179,2011,We Bought a Zoo,tt1389137,PG,124,Comedy|Drama|Family,7.099999900000001,58.0,"Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo.",114492,75620000.0,200.0,257.0,1456.0,0,0
3180,2011,We Need to Talk About Kevin,tt1242460,R,112,Crime|Drama|Mystery,7.5,68.0,"Kevin's mother struggles to love her strange child, despite the increasingly vicious things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",101154,1740000.0,312.0,393.0,1184.0,4,20
3181,2011,Weekend,tt1714210,Not Rated,97,"Drama, Romance",7.6,81.0,"After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",25343,455459.0,79.0,141.0,-1.0,22,21
3182,2011,What's Your Number?,tt0770703,R,106,"Comedy, Romance",6.1,35.0,A woman looks back at the past nineteen men she's had relationships with in her life and wonders if one of them might be her one true love.,67779,14008193.0,98.0,147.0,2805.0,0,0
3183,2011,Win Win,tt1606392,R,106,"Comedy, Drama, Sport",7.2,75.0,A struggling lawyer and volunteer wrestling coach's chicanery comes back to haunt him when the teenage grandson of the client he has double-crossed comes into his life.,51577,10179275.0,117.0,230.0,-1.0,5,22
3184,2011,Winnie the Pooh,tt1449283,G,63,"Animation, Adventure, Comedy, Family, Musical",7.2,74.0,"While searching for honey, Pooh and his friends embark on an adventure to find Eeyore's missing tail and rescue Christopher Robin from an unknown monster called, The Backson.",19552,26692846.0,63.0,163.0,-1.0,2,25
3185,2011,Wuthering Heights,tt1181614,Not Rated,129,"Drama, Romance",6.1,70.0,"A poor boy of unknown origins is rescued from poverty and taken in by the Earnshaw family where he develops an intense relationship with his young foster sister, Cathy.",8527,96889.0,85.0,162.0,-1.0,6,9
3186,2011,X-Men: First Class,tt1270798,PG-13,132,Action|Adventure|Sci-Fi,7.80000019,65.0,"In 1962, the United States government enlists the help of Mutants with superhuman abilities to stop a malicious dictator who is determined to start World War III.",535408,146410000.0,701.0,504.0,647.0,1,5
